# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-3719
# Selected columns: 6 (all)
# Timestamp: Fri, 24-Aug-2018 23:20:29
Gene ID	Gene Name	brain	cerebellum	heart	kidney	liver	testis
ENSMODG00000000452	RPF1	11.0	9.0	5.0	8.0	9.0	17.0
ENSMODG00000000453	HOXA11				5.0		
ENSMODG00000000454	RP2	9.0	9.0	1.0	4.0	2.0	12.0
ENSMODG00000000455	ENSMODG00000000455	3.0	6.0	4.0	30.0	46.0	8.0
ENSMODG00000000456	FAM83D	0.8	3.0	0.1	1.0		12.0
ENSMODG00000000457	LGALS1	58.0	56.0	532.0	39.0	10.0	24.0
ENSMODG00000000458	INSIG2	17.0	18.0	9.0	17.0	6.0	11.0
ENSMODG00000000459	NAV1	29.0	17.0	29.0	3.0	5.0	5.0
ENSMODG00000000460	LGI2	13.0	103.0		0.1		
ENSMODG00000000462	ENSMODG00000000462	81.0	95.0	50.0	62.0	38.0	53.0
ENSMODG00000000463	HOXA10				11.0		
ENSMODG00000000464	ENSMODG00000000464	5.0	7.0	1.0	2.0	0.5	55.0
ENSMODG00000000465	ABCE1	56.0	36.0	33.0	33.0	28.0	88.0
ENSMODG00000000466	ENSMODG00000000466	0.1	0.3	0.5	0.1		740.0
ENSMODG00000000469	HOXA7			1.0	40.0	0.1	5.0
ENSMODG00000000470	C1orf123	158.0	231.0	101.0	118.0	70.0	74.0
ENSMODG00000000471	CCDC149	10.0	17.0	7.0	7.0	1.0	2.0
ENSMODG00000000472	HOXA6			0.3	8.0	0.9	0.7
ENSMODG00000000474	SOD3	97.0	23.0	50.0	391.0	67.0	2.0
ENSMODG00000000475	DISP2	28.0	234.0		0.2		1.0
ENSMODG00000000476	SLC39A6	39.0	43.0	8.0	7.0	6.0	13.0
ENSMODG00000000479	SLC9A7	11.0	12.0	2.0	2.0	0.8	1.0
ENSMODG00000000481	CPT2	34.0	53.0	108.0	233.0	105.0	33.0
ENSMODG00000000482	NEGR1	192.0	433.0	0.1	0.1	4.0	22.0
ENSMODG00000000483	HOXA5		0.2	0.7	28.0	7.0	4.0
ENSMODG00000000485	IPO9	60.0	96.0	20.0	25.0	13.0	23.0
ENSMODG00000000486	ENSMODG00000000486	2.0	2.0	1.0	6.0	2.0	0.6
ENSMODG00000000487	OTUD4	15.0	13.0	8.0	9.0	6.0	33.0
ENSMODG00000000488	SLC35D2	2.0	0.7	1.0	6.0	5.0	1.0
ENSMODG00000000489	ENSMODG00000000489	8.0	7.0	4.0	10.0	9.0	4.0
ENSMODG00000000490	ENSMODG00000000490	6.0	3.0	52.0	5.0	0.3	71.0
ENSMODG00000000491	ENSMODG00000000491			0.1	20.0	1.0	1.0
ENSMODG00000000492	SHISA4	158.0	168.0	21.0	4.0	3.0	0.8
ENSMODG00000000493	SLC1A7	0.5	0.1	0.4	0.2		1.0
ENSMODG00000000494	ENSMODG00000000494	0.2		0.8	22.0	2.0	18.0
ENSMODG00000000495	DHX35	6.0	16.0	1.0	3.0	2.0	11.0
ENSMODG00000000497	CCDC93	11.0	8.0	5.0	16.0	4.0	15.0
ENSMODG00000000498	ENSMODG00000000498		0.1	0.1		491.0	0.1
ENSMODG00000000499	ZNF367	2.0	0.4	0.8	0.6	0.1	14.0
ENSMODG00000000500	SMAD1	5.0	16.0	11.0	9.0	9.0	23.0
ENSMODG00000000501	GALNT1	19.0	26.0	10.0	19.0	21.0	11.0
ENSMODG00000000502	HOXA2	0.1		0.1	8.0	1.0	8.0
ENSMODG00000000504	ZRANB2	91.0	88.0	18.0	19.0	11.0	70.0
ENSMODG00000000505	LMOD1	3.0	2.0	4.0	11.0	1.0	12.0
ENSMODG00000000506	ENSMODG00000000506	4.0	8.0	6.0	6.0	2.0	8.0
ENSMODG00000000507	HOXA1		0.1		1.0		
ENSMODG00000000508	MMAA	7.0	7.0	8.0	5.0	4.0	4.0
ENSMODG00000000509	PGR	26.0	27.0	2.0	7.0	0.6	11.0
ENSMODG00000000510	ENSMODG00000000510	2.0	0.3				
ENSMODG00000000511	ENSMODG00000000511				0.1	81.0	0.4
ENSMODG00000000512	ENSMODG00000000512	13.0	11.0	18.0	157.0	787.0	103.0
ENSMODG00000000513	DNASE2B		0.1			10.0	
ENSMODG00000000514	HABP4	262.0	84.0	60.0	39.0	14.0	474.0
ENSMODG00000000515	PLEKHH2	0.9	0.6	0.7	13.0	2.0	8.0
ENSMODG00000000516	DHX15	25.0	28.0	10.0	18.0	13.0	23.0
ENSMODG00000000517	TIMM17A	70.0	53.0	118.0	44.0	24.0	64.0
ENSMODG00000000518	ENSMODG00000000518	0.5	0.3				0.3
ENSMODG00000000520	ZNF827	9.0	18.0	7.0	8.0	3.0	5.0
ENSMODG00000000521	SKAP2	11.0	5.0	6.0	27.0	13.0	39.0
ENSMODG00000000522	SLC10A7	4.0	4.0	3.0	5.0	6.0	48.0
ENSMODG00000000524	GGA1	70.0	133.0	53.0	71.0	31.0	346.0
ENSMODG00000000525	TUBGCP5	7.0	12.0	2.0	2.0	1.0	8.0
ENSMODG00000000526	LSM6	7.0	5.0	1.0	2.0	1.0	3.0
ENSMODG00000000527	RNPEP	36.0	113.0	7.0	23.0	11.0	35.0
ENSMODG00000000528	PLCB2	10.0	5.0	1.0	1.0	9.0	4.0
ENSMODG00000000529	SCP2	67.0	84.0	76.0	293.0	837.0	33.0
ENSMODG00000000531	ANKRD13C	45.0	51.0	29.0	36.0	13.0	97.0
ENSMODG00000000533	DDX18	14.0	12.0	4.0	12.0	11.0	8.0
ENSMODG00000000534	MAFB	9.0	5.0	5.0	59.0	119.0	21.0
ENSMODG00000000535	ENSMODG00000000535	19.0	10.0	4.0	12.0	0.3	7.0
ENSMODG00000000536	CAMK2G	118.0	128.0	25.0	15.0	6.0	47.0
ENSMODG00000000537	TRPC6	2.0	0.6		0.2	0.2	0.4
ENSMODG00000000538	LGALS2	0.4	0.2	0.7	193.0	3.0	43.0
ENSMODG00000000539	PRKACB	2.0	0.6	7.0	0.2	4.0	0.8
ENSMODG00000000541	DYNC2LI1	31.0	15.0	3.0	19.0	7.0	35.0
ENSMODG00000000542	ENSMODG00000000542	22.0	28.0	181.0	179.0	87.0	14.0
ENSMODG00000000543	ELFN2	34.0	20.0				24.0
ENSMODG00000000544	ENSMODG00000000544	3.0	2.0	10.0	9.0	3.0	44.0
ENSMODG00000000545	ELF3	0.6	1.0		65.0	5.0	5.0
ENSMODG00000000546	ENSMODG00000000546	9.0	8.0	15.0	22.0	13.0	5.0
ENSMODG00000000547	ENSMODG00000000547		0.3				
ENSMODG00000000549	PPARGC1A	17.0	17.0	22.0	39.0	26.0	0.1
ENSMODG00000000550	ANGPTL5	4.0	7.0	3.0	10.0	4.0	2.0
ENSMODG00000000552	ZYG11A	48.0	77.0	18.0	28.0	14.0	89.0
ENSMODG00000000553	SNX10	33.0	13.0	2.0	6.0	2.0	10.0
ENSMODG00000000554	CYFIP1	87.0	42.0	16.0	33.0	14.0	24.0
ENSMODG00000000555	DPP10	26.0	15.0				
ENSMODG00000000556	ADGRB1	93.0	46.0		0.1	0.1	0.7
ENSMODG00000000557	POU4F2		0.1				0.1
ENSMODG00000000558	ENSMODG00000000558	6.0	5.0	0.2	0.8		29.0
ENSMODG00000000559	SRSF11	97.0	130.0	34.0	87.0	58.0	91.0
ENSMODG00000000560	GBA3	0.1	0.1	0.1	31.0	0.1	6.0
ENSMODG00000000561	ABCG5	1.0	19.0	0.1	0.4	20.0	0.2
ENSMODG00000000562	ARL8A	164.0	223.0	58.0	46.0	18.0	30.0
ENSMODG00000000563	ENSMODG00000000563	154.0	200.0	177.0	297.0	169.0	42.0
ENSMODG00000000564	PLAU	1.0	5.0	5.0	65.0	0.3	0.2
ENSMODG00000000565	NIPA2	20.0	12.0	13.0	10.0	8.0	8.0
ENSMODG00000000566	ENSMODG00000000566	0.9	0.2	10.0	0.2	0.2	
ENSMODG00000000567	C11orf70	1.0	0.2	0.2	1.0		18.0
ENSMODG00000000568	BUB1B	0.4	0.1	0.1	1.0	0.1	44.0
ENSMODG00000000569	ZYG11B	59.0	55.0	38.0	33.0	118.0	29.0
ENSMODG00000000571	ENSMODG00000000571	0.1	0.1	0.1		12.0	10.0
ENSMODG00000000572	CBX3	510.0	446.0	220.0	246.0	150.0	422.0
ENSMODG00000000573	TOP1	53.0	35.0	15.0	25.0	21.0	32.0
ENSMODG00000000574	GPR37L1	222.0	879.0	0.8	0.2	0.3	4.0
ENSMODG00000000575	YAP1	5.0	3.0	10.0	18.0	2.0	3.0
ENSMODG00000000576	COA7	7.0	6.0	3.0	5.0	4.0	4.0
ENSMODG00000000577	BMF	3.0	11.0	4.0	29.0	14.0	2.0
ENSMODG00000000578	CARD10	3.0	2.0	11.0	43.0	5.0	4.0
ENSMODG00000000579	ABCG8	0.4	1.0	0.3	0.6	41.0	1.0
ENSMODG00000000580	TJP3	0.9	0.5		6.0	5.0	0.5
ENSMODG00000000581	NIPA1	16.0	14.0	0.6	0.8	0.1	0.5
ENSMODG00000000582	ADGRA3	5.0	5.0	2.0	4.0	4.0	7.0
ENSMODG00000000583	TTC29	3.0	0.2				90.0
ENSMODG00000000587	ENSMODG00000000587	0.5	0.5	0.1	1.0	0.3	0.4
ENSMODG00000000588	GPX7	5.0	4.0	4.0	9.0	13.0	6.0
ENSMODG00000000589	ENSMODG00000000589	1.0	1.0	0.5	3.0	2.0	1.0
ENSMODG00000000592	MFNG	4.0	2.0	7.0	20.0	0.8	0.8
ENSMODG00000000596	TTLL7	35.0	23.0			0.8	141.0
ENSMODG00000000597	PTPN7	0.9	0.2	0.4	0.2	1.0	0.1
ENSMODG00000000598	APBA3	4.0	5.0	5.0	7.0	6.0	5.0
ENSMODG00000000599	LRRC14B	0.1	0.2	19.0	0.2		0.1
ENSMODG00000000601	CCDC127	7.0	6.0	5.0	8.0	7.0	9.0
ENSMODG00000000602	MRPL54	39.0	24.0	36.0	40.0	43.0	108.0
ENSMODG00000000603	HNRNPA2B1	880.0	953.0	375.0	606.0	320.0	580.0
ENSMODG00000000604	LRRC40	24.0	36.0	7.0	15.0	14.0	20.0
ENSMODG00000000607	RAX2	0.2					
ENSMODG00000000608	ENSMODG00000000608	33.0	32.0	10.0	22.0	10.0	14.0
ENSMODG00000000609	ENSMODG00000000609	8.0	7.0	3.0	7.0	5.0	7.0
ENSMODG00000000611	ENSMODG00000000611	9.0	29.0	35.0	68.0	13.0	26.0
ENSMODG00000000612	ACTR3	60.0	40.0	16.0	54.0	35.0	40.0
ENSMODG00000000614	ENSMODG00000000614	3.0	0.4	0.5	0.1	0.1	30.0
ENSMODG00000000615	ENSMODG00000000615	5.0	4.0	10.0	15.0	9.0	4.0
ENSMODG00000000617	ENSMODG00000000617		0.1				0.2
ENSMODG00000000618	ZCCHC11	11.0	22.0	6.0	16.0	19.0	17.0
ENSMODG00000000619	EIF2AK4	19.0	17.0	4.0	8.0	3.0	9.0
ENSMODG00000000621	CYTH4	6.0	2.0	0.7	0.8	4.0	2.0
ENSMODG00000000623	MMP7	7.0	1.0	0.3	0.3	1.0	0.6
ENSMODG00000000624	SDHA	171.0	230.0	401.0	365.0	239.0	111.0
ENSMODG00000000625	ENSMODG00000000625	14.0	34.0		0.5		0.7
ENSMODG00000000626	PLCG1	63.0	74.0	24.0	60.0	33.0	14.0
ENSMODG00000000627	ENSMODG00000000627	0.2	0.2	0.1	0.1		224.0
ENSMODG00000000628	SYT6	12.0	1.0		1.0		1.0
ENSMODG00000000629	GPR176	3.0	5.0		0.1		1.0
ENSMODG00000000630	ENSMODG00000000630	0.4					
ENSMODG00000000631	PDCD6	88.0	73.0	22.0	70.0	23.0	42.0
ENSMODG00000000633	VCL	15.0	26.0	85.0	32.0	6.0	17.0
ENSMODG00000000635	RAC2	8.0	6.0	3.0	98.0	10.0	0.7
ENSMODG00000000636	ZHX3	28.0	43.0	20.0	29.0	51.0	115.0
ENSMODG00000000637	MATK	54.0	7.0	0.5	4.0	2.0	0.6
ENSMODG00000000638	AHRR	0.1	0.1				
ENSMODG00000000639	MMP20						1.0
ENSMODG00000000640	ENSMODG00000000640			2.0		9.0	162.0
ENSMODG00000000641	PACRGL	14.0	16.0	9.0	19.0	4.0	40.0
ENSMODG00000000644	ENSMODG00000000644	25.0	31.0	13.0	25.0	10.0	40.0
ENSMODG00000000645	ENSMODG00000000645	19.0	3.0				
ENSMODG00000000646	LGR6	17.0	29.0	23.0		0.1	8.0
ENSMODG00000000647	OLFML3	5.0	5.0	7.0	35.0	5.0	64.0
ENSMODG00000000648	LRPPRC	97.0	73.0	80.0	44.0	37.0	18.0
ENSMODG00000000649	LRRC7	37.0	0.5	0.4	0.2	0.1	3.0
ENSMODG00000000650	C1QTNF6	1.0	0.8	1.0	0.9	1.0	14.0
ENSMODG00000000651	PTP4A3	111.0	110.0	529.0	60.0	5.0	116.0
ENSMODG00000000652	ENSMODG00000000652	2.0	1.0	8.0	0.4	0.5	8.0
ENSMODG00000000653	CYCS	483.0	385.0	1027.0	332.0	436.0	111.0
ENSMODG00000000655	ENSMODG00000000655	6.0	2.0	1.0	0.1		
ENSMODG00000000657	LYPD1	18.0	2.0	0.1	3.0	3.0	4.0
ENSMODG00000000658	EDNRA	3.0	2.0	68.0	6.0	6.0	17.0
ENSMODG00000000660	AP3M1	22.0	24.0	13.0	28.0	14.0	21.0
ENSMODG00000000661	EXOC3	31.0	21.0	6.0	11.0	5.0	7.0
ENSMODG00000000662	PPP1R12B	33.0	40.0	123.0	13.0	8.0	10.0
ENSMODG00000000663	SLC45A4	11.0	14.0	9.0	34.0	4.0	37.0
ENSMODG00000000664	ENSMODG00000000664	0.4					
ENSMODG00000000665	HIPK1	84.0	503.0	76.0	105.0	26.0	297.0
ENSMODG00000000666	ORC1	0.5	0.5	0.7	0.6	1.0	9.0
ENSMODG00000000667	ENSMODG00000000667	0.1	0.1	0.2	0.6	3.0	0.2
ENSMODG00000000670	TMEM184C	58.0	55.0	43.0	92.0	46.0	38.0
ENSMODG00000000671	ENSMODG00000000671	0.3	0.3				
ENSMODG00000000672	ENSMODG00000000672	1.0	5.0	2.0	5.0	2.0	4.0
ENSMODG00000000675	ZFR2	26.0	7.0	3.0	3.0	0.4	12.0
ENSMODG00000000676	ENSMODG00000000676	0.1	0.2				62.0
ENSMODG00000000677	ENSMODG00000000677	6.0	3.0	3.0	6.0	1.0	0.4
ENSMODG00000000678	PPM1B	106.0	156.0	102.0	74.0	66.0	74.0
ENSMODG00000000679	THBS1	2.0	2.0	5.0	86.0	37.0	2.0
ENSMODG00000000680	SLC9A3	3.0	7.0		40.0		4.0
ENSMODG00000000682	ENSMODG00000000682	30.0	33.0	7.0	13.0	6.0	13.0
ENSMODG00000000683	EMILIN3	0.4	0.1				0.7
ENSMODG00000000684	SYT2	26.0	193.0	0.1			0.2
ENSMODG00000000686	DEPDC1	0.3	0.1		0.1	0.1	23.0
ENSMODG00000000687	ENSMODG00000000687	32.0	27.0	11.0	42.0	190.0	3.0
ENSMODG00000000689	ENSMODG00000000689	11.0	20.0	29.0	144.0	28.0	31.0
ENSMODG00000000690	MGAT5	26.0	10.0	4.0	12.0	2.0	10.0
ENSMODG00000000691	PRMT9	19.0	23.0	8.0	9.0	6.0	26.0
ENSMODG00000000693	TMPRSS6	0.1	0.3	0.1	41.0	181.0	0.3
ENSMODG00000000694	ENSMODG00000000694			0.1			
ENSMODG00000000696	ATCAY	58.0	19.0	0.2	0.8	0.5	0.7
ENSMODG00000000697	ENSMODG00000000697					0.3	
ENSMODG00000000699	AP4B1	13.0	21.0	8.0	17.0	8.0	6.0
ENSMODG00000000700	OCA2	0.4				0.8	0.3
ENSMODG00000000701	TPPP	165.0	118.0	15.0	13.0	21.0	14.0
ENSMODG00000000702	ENSMODG00000000702	0.1	0.5	0.1	0.1	0.1	0.2
ENSMODG00000000704	TMEM163	8.0	60.0	10.0	4.0		3.0
ENSMODG00000000705	SLC3A1	2.0	4.0	0.4	343.0	15.0	0.5
ENSMODG00000000707	PTK2	23.0	16.0	10.0	18.0	5.0	10.0
ENSMODG00000000708	KCTD17	268.0	97.0	5.0	15.0	7.0	16.0
ENSMODG00000000709	NMRK2	1.0	0.2	152.0	0.5		1.0
ENSMODG00000000710	RPE65	0.3	0.4	0.3			28.0
ENSMODG00000000712	MMP1				0.2	0.4	3.0
ENSMODG00000000713	ADGRL2	16.0	15.0	35.0	8.0	18.0	3.0
ENSMODG00000000714	ENSMODG00000000714	6.0	5.0	1.0	3.0	3.0	10.0
ENSMODG00000000715	ACMSD	0.3	0.3	0.1	124.0	29.0	1.0
ENSMODG00000000716	MPST	35.0	39.0	45.0	168.0	413.0	23.0
ENSMODG00000000717	ENSMODG00000000717	5.0	4.0	1.0	3.0	1.0	3.0
ENSMODG00000000718	DAPK3	19.0	25.0	16.0	22.0	7.0	15.0
ENSMODG00000000719	PTPN22	0.1	18.0	0.1	2.0	2.0	3.0
ENSMODG00000000720	CHD6	23.0	27.0	7.0	13.0	6.0	13.0
ENSMODG00000000721	ENSMODG00000000721	7.0	4.0	21.0	24.0	29.0	3.0
ENSMODG00000000723	OSBPL3	9.0	4.0	8.0	74.0	15.0	3.0
ENSMODG00000000724	TST	34.0	38.0	183.0	969.0	862.0	36.0
ENSMODG00000000725	ENSMODG00000000725		0.1	0.1	0.6	0.4	393.0
ENSMODG00000000726	ENSMODG00000000726		0.2				0.2
ENSMODG00000000727	CCNT2	10.0	16.0	3.0	5.0	5.0	9.0
ENSMODG00000000728	GSDME	3.0	24.0	0.1	9.0	0.1	1.0
ENSMODG00000000730	CC2D1B	28.0	40.0	19.0	49.0	17.0	21.0
ENSMODG00000000731	SLIT2	20.0	0.6	0.5	2.0	0.1	1.0
ENSMODG00000000735	PREPL	6.0	7.0	2.0	2.0	2.0	7.0
ENSMODG00000000736	KAT6B	20.0	23.0	6.0	9.0	2.0	16.0
ENSMODG00000000740	MPP6	34.0	80.0	6.0	25.0	24.0	89.0
ENSMODG00000000742	RSBN1	10.0	18.0	3.0	6.0	3.0	8.0
ENSMODG00000000744	ENSMODG00000000744	0.9	0.8	2.0	2.0	6.0	5.0
ENSMODG00000000745	NPY	4.0	0.6				
ENSMODG00000000746	DUPD1						5.0
ENSMODG00000000747	CAMKMT	6.0	5.0	0.6	6.0	1.0	20.0
ENSMODG00000000748	AGO2	1.0	3.0	2.0	4.0	2.0	1.0
ENSMODG00000000750	EEF2	291.0	396.0	511.0	780.0	544.0	249.0
ENSMODG00000000751	ENSMODG00000000751			0.1		0.4	0.2
ENSMODG00000000753	SIX3	4.0	0.8				
ENSMODG00000000754	WLS	45.0	22.0	16.0	42.0	5.0	20.0
ENSMODG00000000755	KDM5B	42.0	62.0	13.0	42.0	16.0	263.0
ENSMODG00000000756	CHRAC1	3.0	3.0	1.0	3.0	2.0	20.0
ENSMODG00000000757	LCORL	4.0	3.0	1.0	5.0	3.0	19.0
ENSMODG00000000761	SIX2	2.0	0.7	0.2			2.0
ENSMODG00000000762	DUSP13	6.0					349.0
ENSMODG00000000764	KCNK9	1.0	14.0		0.1		0.2
ENSMODG00000000765	PIAS4	23.0	49.0	9.0	22.0	14.0	50.0
ENSMODG00000000766	ENSMODG00000000766	16.0	0.8				7.0
ENSMODG00000000768	ENSMODG00000000768	36.0	54.0	28.0	66.0	30.0	90.0
ENSMODG00000000769	NCF4	1.0	1.0	0.5	0.7	2.0	2.0
ENSMODG00000000770	ENSMODG00000000770	83.0	72.0	26.0	53.0	40.0	50.0
ENSMODG00000000771	GNG12	92.0	81.0	12.0	231.0	9.0	80.0
ENSMODG00000000772	ARHGAP10	2.0	10.0	2.0	7.0	0.9	3.0
ENSMODG00000000774	ENSMODG00000000774	16.0	16.0	6.0	7.0	6.0	14.0
ENSMODG00000000777	STK31	3.0	0.4		0.6		72.0
ENSMODG00000000778	ZBTB7A	54.0	105.0	27.0	51.0	29.0	32.0
ENSMODG00000000781	NCAPG	1.0	0.4		0.6	0.1	15.0
ENSMODG00000000783	PVALB	58.0	921.0		0.1		
ENSMODG00000000785	ENSMODG00000000785	0.8					0.5
ENSMODG00000000787	FAM221A	3.0	0.6	0.2	0.5	0.5	35.0
ENSMODG00000000788	GADD45A	56.0	401.0	203.0	194.0	29.0	39.0
ENSMODG00000000789	ENSMODG00000000789						2.0
ENSMODG00000000790	IFT27	11.0	9.0	0.7	10.0	0.6	53.0
ENSMODG00000000791	RAB3B	20.0	11.0		0.1		0.6
ENSMODG00000000792	CCDC126	11.0	11.0	4.0	5.0	3.0	18.0
ENSMODG00000000794	MMP13					0.1	
ENSMODG00000000796	ENSMODG00000000796				0.1	24.0	
ENSMODG00000000799	CACNG2	37.0	80.0			1.0	
ENSMODG00000000800	BRD9	60.0	46.0	17.0	21.0	12.0	31.0
ENSMODG00000000802	SERBP1	217.0	184.0	136.0	153.0	107.0	219.0
ENSMODG00000000803	PHTF1	85.0	50.0	13.0	39.0	11.0	1375.0
ENSMODG00000000804	ENSMODG00000000804	6.0	5.0	0.4	1.0	0.2	0.3
ENSMODG00000000805	GABRG3	2.0	3.0	0.6	0.5	0.2	0.9
ENSMODG00000000806	ENSMODG00000000806	0.2	0.4		0.1	0.1	0.5
ENSMODG00000000807	TRA2A	20.0	28.0	7.0	13.0	9.0	61.0
ENSMODG00000000809	ENSMODG00000000809	74.0	70.0	116.0	84.0	67.0	84.0
ENSMODG00000000812	ENSMODG00000000812	0.5			0.3		
ENSMODG00000000813	MED28	8.0	5.0	6.0	11.0	6.0	18.0
ENSMODG00000000814	ENSMODG00000000814		0.3		2.0		
ENSMODG00000000817	CREB3L3	3.0	2.0	2.0	212.0	258.0	5.0
ENSMODG00000000818	TRIP13	1.0	1.0	0.7	0.7	0.7	4.0
ENSMODG00000000820	ENSMODG00000000820	23.0	31.0	9.0	20.0	5.0	30.0
ENSMODG00000000821	EIF3D	76.0	106.0	91.0	117.0	82.0	45.0
ENSMODG00000000822	ENSMODG00000000822	4.0	2.0	2.0	5.0	3.0	12.0
ENSMODG00000000824	DCUN1D5	60.0	43.0	22.0	17.0	6.0	70.0
ENSMODG00000000827	SIRT6	8.0	12.0	11.0	18.0	6.0	14.0
ENSMODG00000000828	NKD2	4.0	15.0	5.0	6.0	2.0	1.0
ENSMODG00000000829	ENSMODG00000000829				3.0	4.0	0.4
ENSMODG00000000830	NR3C2	25.0	18.0	5.0	16.0	2.0	8.0
ENSMODG00000000832	ENSMODG00000000832	16.0	149.0	2.0	0.6	1.0	10.0
ENSMODG00000000833	FOXRED2	22.0	28.0	2.0	6.0	5.0	12.0
ENSMODG00000000835	RAB3GAP1	56.0	42.0	13.0	23.0	10.0	21.0
ENSMODG00000000837	ENSMODG00000000837	110.0	157.0	391.0	208.0	195.0	86.0
ENSMODG00000000838	ENSMODG00000000838	2.0	1.0	0.4	0.2		1.0
ENSMODG00000000839	NRDC	69.0	84.0	44.0	39.0	38.0	324.0
ENSMODG00000000840	GABRA5	27.0					
ENSMODG00000000841	CCDC94	31.0	40.0	8.0	14.0	8.0	130.0
ENSMODG00000000844	ENSMODG00000000844	2.0	0.6		0.8	0.1	9.0
ENSMODG00000000845	ENSMODG00000000845	2.0	1.0		0.3		0.1
ENSMODG00000000846	PRPSAP2	19.0	12.0	2.0	10.0	2.0	4.0
ENSMODG00000000847	ENSMODG00000000847	0.2	0.3	0.3	0.2	2.0	
ENSMODG00000000848	ZRANB3	2.0	1.0	0.1	0.2	0.1	2.0
ENSMODG00000000851	ENSMODG00000000851	4.0	1.0	0.7	3.0	0.4	23.0
ENSMODG00000000853	ENSMODG00000000853	1.0	0.3			0.1	8.0
ENSMODG00000000855	KLHL12	15.0	26.0	6.0	19.0	5.0	112.0
ENSMODG00000000858	SHD	8.0	42.0				4.0
ENSMODG00000000859	ENSMODG00000000859	0.1	1.0			0.1	1.0
ENSMODG00000000860	ENSMODG00000000860	0.1		0.1	0.1	1.0	
ENSMODG00000000861	LAP3	19.0	25.0	27.0	48.0	59.0	10.0
ENSMODG00000000862	ENSMODG00000000862	0.1	0.2	0.3	0.3	3.0	0.4
ENSMODG00000000863	KLF12	4.0	10.0	3.0	0.9	4.0	1.0
ENSMODG00000000866	FOXK1	14.0	16.0	6.0	16.0	8.0	29.0
ENSMODG00000000867	CLRN2						0.5
ENSMODG00000000868	DCLK2	24.0	26.0	6.0	2.0	0.4	4.0
ENSMODG00000000869	TRBV30					0.6	
ENSMODG00000000871	COL22A1	0.2	0.1	0.7	0.1		0.9
ENSMODG00000000873	SAMD8	26.0	27.0	3.0	6.0	5.0	36.0
ENSMODG00000000874	MAGI3	24.0	8.0	3.0	13.0	10.0	4.0
ENSMODG00000000876	ADIPOR1	77.0	94.0	44.0	188.0	42.0	129.0
ENSMODG00000000877	ENSMODG00000000877	0.3	1.0	0.1		1.0	1.0
ENSMODG00000000878	ENSMODG00000000878	2.0	7.0	37.0	17.0	9.0	7.0
ENSMODG00000000879	QDPR	52.0	53.0	40.0	86.0	193.0	21.0
ENSMODG00000000881	FSD1	61.0	59.0		0.4	14.0	0.5
ENSMODG00000000883	SLC35D1	6.0	21.0	3.0	17.0	51.0	7.0
ENSMODG00000000885	FAM135B	15.0	27.0	0.2	1.0	0.1	86.0
ENSMODG00000000887	ENSMODG00000000887						5.0
ENSMODG00000000890	ENSMODG00000000890	4.0	4.0	0.4	0.4		0.4
ENSMODG00000000891	AP5Z1	3.0	3.0	3.0	3.0	2.0	5.0
ENSMODG00000000892	ENSMODG00000000892	3.0	2.0	0.8	0.8	0.8	2.0
ENSMODG00000000893	ENSMODG00000000893						54.0
ENSMODG00000000894	CYB5R1	152.0	144.0	36.0	641.0	17.0	6.0
ENSMODG00000000895	ENSMODG00000000895	11.0	10.0	3.0	25.0	25.0	5.0
ENSMODG00000000896	VDAC2	176.0	217.0	120.0	113.0	50.0	156.0
ENSMODG00000000898	GABRB3	51.0	7.0				0.2
ENSMODG00000000900	ENSMODG00000000900	1.0	2.0	0.8	0.5	0.1	1.0
ENSMODG00000000901	ENSMODG00000000901	0.1			0.4		349.0
ENSMODG00000000904	ENSMODG00000000904	22.0	22.0	19.0	25.0	10.0	27.0
ENSMODG00000000905	SLC6A19		0.1	0.2	214.0		
ENSMODG00000000906	COMTD1	10.0	6.0	2.0	9.0	29.0	3.0
ENSMODG00000000907	MPND	231.0	213.0	30.0	53.0	26.0	71.0
ENSMODG00000000908	LRIG2	10.0	15.0	4.0	9.0	4.0	11.0
ENSMODG00000000909	VN2R511						0.4
ENSMODG00000000910	LDB2	59.0	22.0	23.0	39.0	10.0	4.0
ENSMODG00000000911	ZNF503	6.0	5.0	1.0	47.0	0.6	2.0
ENSMODG00000000912	ADGRL4	3.0	2.0	13.0	11.0	3.0	0.4
ENSMODG00000000913	ENSMODG00000000913	7.0	4.0	1.0	2.0		8.0
ENSMODG00000000915	TMEM183A	22.0	28.0	10.0	14.0	10.0	11.0
ENSMODG00000000916	LRBA	8.0	16.0	5.0	44.0	10.0	17.0
ENSMODG00000000918	ENSMODG00000000918	0.5	1.0	0.2	1.0	0.5	2.0
ENSMODG00000000919	LRMDA	0.8	0.3		12.0	0.3	0.3
ENSMODG00000000921	SLC6A18	0.3			131.0	0.1	
ENSMODG00000000922	DEUP1	1.0	0.1		0.1	0.2	143.0
ENSMODG00000000923	R3HDM1	115.0	98.0	15.0	10.0	6.0	24.0
ENSMODG00000000925	ENSMODG00000000925	5.0	3.0	0.2	2.0	0.1	23.0
ENSMODG00000000926	RADIL	7.0	17.0	1.0	0.6		15.0
ENSMODG00000000927	ENSMODG00000000927	0.4	0.2			5.0	
ENSMODG00000000928	ENSMODG00000000928	136.0	44.0	13.0	8.0	5.0	6.0
