# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-3719
# Selected columns: 6 (all)
# Timestamp: Fri, 24-Aug-2018 23:20:29
Gene ID	Gene Name	brain	cerebellum	heart	kidney	liver	testis
ENSMODG00000019400	ENSMODG00000019400	0.1			0.4		3.0
ENSMODG00000019401	CFAP161	2.0	0.6				24.0
ENSMODG00000019402	ENSMODG00000019402	15.0	10.0	6.0	23.0	9.0	13.0
ENSMODG00000019403	CEMIP	17.0	6.0	0.3	3.0	0.3	11.0
ENSMODG00000019406	ABHD17C	37.0	25.0	6.0	13.0	3.0	11.0
ENSMODG00000019407	ENSMODG00000019407		0.1				
ENSMODG00000019409	ENSMODG00000019409	4.0	5.0	9.0	26.0	2.0	7.0
ENSMODG00000019410	ENSMODG00000019410	23.0	17.0	8.0	20.0	1.0	15.0
ENSMODG00000019411	ENSMODG00000019411	10.0	8.0	10.0	36.0	4.0	5.0
ENSMODG00000019412	ENSMODG00000019412	0.3	0.4	0.7	0.5	0.8	0.3
ENSMODG00000019413	FBXL17	25.0	28.0	12.0	14.0	12.0	11.0
ENSMODG00000019414	ENSMODG00000019414						0.3
ENSMODG00000019416	ARNT2	59.0	18.0	0.5	35.0	0.1	5.0
ENSMODG00000019417	OCLN	5.0	2.0	0.1	4.0	7.0	8.0
ENSMODG00000019419	MARVELD2	2.0	4.0	2.0	9.0	5.0	6.0
ENSMODG00000019420	RAD17	34.0	26.0	8.0	15.0	14.0	25.0
ENSMODG00000019421	ENSMODG00000019421	22.0	17.0	16.0	14.0	16.0	40.0
ENSMODG00000019422	ENSMODG00000019422	2.0	2.0	0.3	6.0	2.0	665.0
ENSMODG00000019423	ENSMODG00000019423	3.0	2.0	0.6	2.0	3.0	7.0
ENSMODG00000019425	ZFYVE16	6.0	6.0	2.0	5.0	1.0	16.0
ENSMODG00000019426	FAM151B	6.0	4.0	1.0	2.0	0.7	3.0
ENSMODG00000019427	FAH	8.0	9.0	2.0	42.0	101.0	3.0
ENSMODG00000019428	ZFAND6	76.0	52.0	43.0	69.0	71.0	123.0
ENSMODG00000019429	ENSMODG00000019429				0.1	0.2	2.0
ENSMODG00000019430	ENSMODG00000019430	0.7	0.5	0.8	3.0	9.0	0.9
ENSMODG00000019431	KIAA1024	2.0	1.0		1.0	0.1	
ENSMODG00000019432	ENSMODG00000019432	11.0	6.0	0.7	2.0	10.0	4.0
ENSMODG00000019434	TMED3	5.0	1.0	1.0	5.0	1.0	5.0
ENSMODG00000019435	ANKRD34C	5.0	0.9	0.7			0.7
ENSMODG00000019436	PARP8	6.0	5.0	3.0	0.8	0.4	5.0
ENSMODG00000019438	RASGRF1	85.0	27.0	0.1	0.1	0.1	0.2
ENSMODG00000019439	ISL1	0.1					0.2
ENSMODG00000019444	ENSMODG00000019444	2.0	2.0	2.0	85.0	20.0	3.0
ENSMODG00000019445	MAPRE1	44.0	32.0	29.0	47.0	12.0	56.0
ENSMODG00000019446	ENSMODG00000019446	0.9	0.6	4.0			1.0
ENSMODG00000019447	DNMT3B		0.3		0.9		1.0
ENSMODG00000019448	ITGA1	9.0	12.0	17.0	49.0	23.0	24.0
ENSMODG00000019449	BLM	0.5	0.6	0.2	0.5	0.7	2.0
ENSMODG00000019450	COMMD7	20.0	20.0	8.0	14.0	9.0	8.0
ENSMODG00000019452	FURIN	64.0	119.0	63.0	121.0	343.0	36.0
ENSMODG00000019454	ITGA2	0.5	0.2	0.6	6.0	0.7	0.4
ENSMODG00000019455	NOL4L	24.0	27.0	2.0	10.0	2.0	26.0
ENSMODG00000019456	FES	20.0	36.0	11.0	9.0	9.0	161.0
ENSMODG00000019457	ASXL1	32.0	37.0	10.0	20.0	9.0	150.0
ENSMODG00000019459	MOCS2	15.0	17.0	70.0	185.0	77.0	28.0
ENSMODG00000019460	KIF3B	36.0	24.0	4.0	11.0	3.0	211.0
ENSMODG00000019461	MAN2A2	143.0	282.0	134.0	129.0	39.0	38.0
ENSMODG00000019462	POFUT1	16.0	20.0	7.0	18.0	12.0	11.0
ENSMODG00000019463	FST	0.6	0.2	0.2	0.1	4.0	3.0
ENSMODG00000019464	PLAGL2	6.0	10.0	4.0	10.0	5.0	9.0
ENSMODG00000019465	NDUFS4	23.0	20.0	49.0	23.0	15.0	20.0
ENSMODG00000019466	ENSMODG00000019466	0.3	0.4	0.6	0.6	0.2	0.2
ENSMODG00000019467	ARL15	40.0	10.0	9.0	22.0	8.0	43.0
ENSMODG00000019469	TM9SF4	32.0	41.0	12.0	27.0	25.0	18.0
ENSMODG00000019470	SNX18	7.0	5.0	6.0	8.0	4.0	5.0
ENSMODG00000019471	HCK	2.0	2.0	0.6	1.0	7.0	2.0
ENSMODG00000019472	ENSMODG00000019472	0.9	0.5	3.0	7.0	0.6	3.0
ENSMODG00000019473	ESM1	0.4	0.3	0.5	2.0	2.0	0.1
ENSMODG00000019474	ENSMODG00000019474	9.0	18.0	10.0	5.0	2.0	0.7
ENSMODG00000019475	GZMA		0.2	0.2		0.5	
ENSMODG00000019476	ENSMODG00000019476	1.0	0.7		0.8		1.0
ENSMODG00000019477	XKR7	7.0	43.0		0.5		1.0
ENSMODG00000019478	CDC20B	0.1					1.0
ENSMODG00000019479	GPX8	3.0	2.0	3.0	3.0	2.0	4.0
ENSMODG00000019480	PDRG1	33.0	52.0	15.0	15.0	11.0	39.0
ENSMODG00000019481	CCNO	1.0	0.3				
ENSMODG00000019482	ENSMODG00000019482	37.0	31.0	0.1	0.2	0.2	0.2
ENSMODG00000019483	ENSMODG00000019483	4.0	5.0	4.0	6.0	8.0	0.5
ENSMODG00000019485	FOXS1	9.0	9.0	27.0	20.0	1.0	4.0
ENSMODG00000019486	MYLK2	2.0	0.3	0.3	1.0	1.0	4.0
ENSMODG00000019487	DHX29	14.0	14.0	13.0	10.0	9.0	23.0
ENSMODG00000019488	UNC45A	20.0	32.0	7.0	67.0	10.0	8.0
ENSMODG00000019489	TPX2	5.0	2.0	4.0	3.0	2.0	116.0
ENSMODG00000019490	BCL2L1	67.0	73.0	74.0	82.0	15.0	14.0
ENSMODG00000019491	COX4I2	5.0	4.0	14.0	2.0	4.0	0.4
ENSMODG00000019493	ENSMODG00000019493	1.0	0.8	1.0	1.0	32.0	4.0
ENSMODG00000019494	SKIV2L2	32.0	26.0	12.0	15.0	12.0	23.0
ENSMODG00000019495	ENSMODG00000019495	3.0	2.0	7.0	4.0	1.0	51.0
ENSMODG00000019496	ID1	35.0	34.0	110.0	107.0	34.0	8.0
ENSMODG00000019497	HM13	185.0	317.0	84.0	214.0	323.0	67.0
ENSMODG00000019498	VPS33B	24.0	47.0	6.0	16.0	5.0	8.0
ENSMODG00000019499	PLPP1	36.0	30.0	78.0	83.0	58.0	134.0
ENSMODG00000019500	REM1	4.0	2.0	7.0	6.0	1.0	3.0
ENSMODG00000019501	HDDC3	66.0	145.0	140.0	177.0	77.0	68.0
ENSMODG00000019503	ENSMODG00000019503	5.0	6.0	1.0	7.0	1.0	181.0
ENSMODG00000019504	ENSMODG00000019504	2.0	0.7				5.0
ENSMODG00000019505	SLC38A9	7.0	6.0	3.0	13.0	8.0	5.0
ENSMODG00000019506	ENSMODG00000019506	12.0	22.0	8.0	10.0	4.0	12.0
ENSMODG00000019507	SOX12	14.0	24.0	0.2	4.0		0.1
ENSMODG00000019508	NRSN2	781.0	683.0		8.0		0.5
ENSMODG00000019509	TRIB3	3.0	4.0	5.0	17.0	33.0	0.6
ENSMODG00000019510	CIB1	39.0	50.0	28.0	99.0	25.0	39.0
ENSMODG00000019511	DDX4	0.2	0.1		0.1		146.0
ENSMODG00000019512	RBCK1	48.0	107.0	60.0	93.0	90.0	23.0
ENSMODG00000019513	SEMA4B	13.0	23.0	8.0	62.0	10.0	25.0
ENSMODG00000019514	TBC1D20	13.0	17.0	5.0	10.0	6.0	17.0
ENSMODG00000019515	ENSMODG00000019515	0.2	0.8	0.1	0.1	2.0	0.1
ENSMODG00000019516	IDH2	65.0	68.0	1979.0	1078.0	288.0	46.0
ENSMODG00000019517	IL6ST	24.0	24.0	31.0	34.0	165.0	25.0
ENSMODG00000019518	ZNF710	15.0	16.0	7.0	11.0	8.0	6.0
ENSMODG00000019519	ENSMODG00000019519	35.0	33.0	15.0	19.0	8.0	8.0
ENSMODG00000019520	ANKRD55	4.0	2.0	0.3	0.2	0.2	11.0
ENSMODG00000019522	AP3S2	72.0	58.0	11.0	23.0	16.0	7.0
ENSMODG00000019523	ENSMODG00000019523	62.0	62.0	55.0	61.0	46.0	71.0
ENSMODG00000019524	MAP3K1	5.0	8.0	4.0	12.0	5.0	22.0
ENSMODG00000019525	SETD9	3.0	4.0	3.0	2.0	0.9	2.0
ENSMODG00000019526	ENSMODG00000019526	2.0	4.0	17.0	1.0	0.7	0.4
ENSMODG00000019527	SRXN1	32.0	21.0	2.0	2.0	3.0	2.0
ENSMODG00000019528	SCRT2	11.0	173.0				0.1
ENSMODG00000019529	MIER3	3.0	2.0	0.6	2.0	1.0	10.0
ENSMODG00000019531	ENSMODG00000019531						0.2
ENSMODG00000019532	ENSMODG00000019532	6.0	6.0	0.2	29.0	16.0	6.0
ENSMODG00000019534	ANPEP	5.0	5.0	4.0	2413.0	112.0	2.0
ENSMODG00000019535	ANGPT4	2.0	1.0	0.9	7.0	0.9	5.0
ENSMODG00000019536	ENSMODG00000019536						0.3
ENSMODG00000019538	ENSMODG00000019538	0.5	0.2		0.1		0.1
ENSMODG00000019540	ENSMODG00000019540	30.0	31.0	9.0	17.0	13.0	93.0
ENSMODG00000019541	PSMF1	96.0	111.0	71.0	86.0	64.0	618.0
ENSMODG00000019542	ENSMODG00000019542	3.0	2.0	0.3	3.0	0.3	9.0
ENSMODG00000019543	TMEM74B	7.0	13.0	0.1	0.1	0.6	0.2
ENSMODG00000019544	PLIN1	2.0	3.0	2.0	5.0	2.0	5.0
ENSMODG00000019545	RAD21L1	0.1					4.0
ENSMODG00000019546	ENSMODG00000019546			0.2			0.4
ENSMODG00000019547	SNPH	68.0	93.0	0.7	0.5	1.0	0.5
ENSMODG00000019548	KIF7	12.0	14.0	17.0	13.0	11.0	57.0
ENSMODG00000019549	SDCBP2	23.0	18.0	2.0	5.0	1.0	3.0
ENSMODG00000019552	ENSMODG00000019552	0.4	1.0	2.0	2.0	0.3	237.0
ENSMODG00000019554	ENSMODG00000019554	1868.0	617.0	747.0	336.0	241.0	146.0
ENSMODG00000019555	RHCG		0.1		188.0		1.0
ENSMODG00000019556	ENSMODG00000019556	4.0	0.7	1.0	3.0	0.6	6.0
ENSMODG00000019559	NSFL1C	108.0	108.0	51.0	61.0	42.0	58.0
ENSMODG00000019560	PLK2	70.0	9.0	5.0	3.0	30.0	75.0
ENSMODG00000019562	ENSMODG00000019562	0.5	0.4	0.1	0.1	0.3	9.0
ENSMODG00000019563	ENSMODG00000019563					0.3	4.0
ENSMODG00000019564	POLG	18.0	26.0	7.0	9.0	3.0	6.0
ENSMODG00000019566	RAB3C	33.0	21.0		0.1		
ENSMODG00000019567	ENSMODG00000019567	5.0	4.0	0.6	1.0	1.0	57.0
ENSMODG00000019568	FANCI	0.5	0.4		0.2		7.0
ENSMODG00000019569	PDE4D	15.0	21.0	35.0	15.0	1.0	33.0
ENSMODG00000019571	RLBP1	1.0	0.3		0.3	0.1	0.4
ENSMODG00000019572	WHRN	25.0	7.0	0.2	4.0	0.4	1.0
ENSMODG00000019573	ABHD2	19.0	15.0	5.0	22.0	29.0	259.0
ENSMODG00000019574	ATP6V1G1	19.0	10.0	18.0	36.0	23.0	44.0
ENSMODG00000019575	ENSMODG00000019575	502.0	172.0	205.0	168.0	45.0	262.0
ENSMODG00000019577	HAPLN3	1.0	0.2		2.0		1.0
ENSMODG00000019578	TMEM268	4.0	4.0	1.0	9.0	18.0	3.0
ENSMODG00000019579	TNFSF15	0.1	0.6	0.1	8.0		0.1
ENSMODG00000019580	TNFSF8	1.0	0.3	0.1	0.2	0.4	0.2
ENSMODG00000019581	ACAN	3.0	1.0	24.0	0.3		1.0
ENSMODG00000019582	ENSMODG00000019582	0.9	2.0	0.4	0.4	0.3	1.0
ENSMODG00000019583	ISG20	0.3	0.1	0.5	2.0	51.0	2.0
ENSMODG00000019584	AEN	1.0	2.0	3.0	4.0	11.0	50.0
ENSMODG00000019585	ELOVL7	9.0	4.0	0.5	6.0	0.2	1.0
ENSMODG00000019586	NDUFAF2	16.0	8.0	15.0	18.0	8.0	13.0
ENSMODG00000019587	ENSMODG00000019587	9.0	22.0	21.0	26.0	17.0	24.0
ENSMODG00000019588	ENSMODG00000019588	0.5	0.7				
ENSMODG00000019589	MRPS11	25.0	25.0	24.0	34.0	19.0	11.0
ENSMODG00000019590	ERCC8	8.0	9.0	2.0	1.0	1.0	2.0
ENSMODG00000019591	MRPL46	11.0	10.0	13.0	9.0	8.0	5.0
ENSMODG00000019592	TNC	4.0	4.0		6.0	0.4	0.1
ENSMODG00000019593	NTRK3	20.0	39.0	0.4	2.0		1.0
ENSMODG00000019594	ZSWIM6	7.0	8.0	4.0	10.0	5.0	21.0
ENSMODG00000019596	LDHA				0.1	0.3	0.3
ENSMODG00000019598	ENSMODG00000019598	0.1		0.1	0.4		0.5
ENSMODG00000019600	PAPPA	0.1	4.0	2.0	6.0		11.0
ENSMODG00000019602	AGBL1					2.0	1.0
ENSMODG00000019604	ASTN2	16.0	71.0	1.0	3.0	0.3	5.0
ENSMODG00000019605	KIF2A	28.0	16.0	2.0	3.0	1.0	18.0
ENSMODG00000019606	ENSMODG00000019606	19.0	10.0	9.0	6.0	49.0	16.0
ENSMODG00000019607	ENSMODG00000019607	148.0	710.0	2.0	9.0	5.0	16.0
ENSMODG00000019608	ENSMODG00000019608	28.0	73.0	12.0	15.0	4.0	15.0
ENSMODG00000019611	ENSMODG00000019611	17.0	24.0	35.0	101.0	167.0	69.0
ENSMODG00000019612	IPO11	23.0	18.0	9.0	9.0	6.0	24.0
ENSMODG00000019614	TLR4	0.3	0.1	0.2	4.0	2.0	0.5
ENSMODG00000019618	BRINP1	178.0	105.0	0.4	0.4	0.1	4.0
ENSMODG00000019619	ENSMODG00000019619	2.0	0.3				
ENSMODG00000019621	RNF180	8.0	10.0	1.0	1.0	0.1	15.0
ENSMODG00000019624	ENSMODG00000019624	0.1	0.1	0.4	0.2	0.1	5.0
ENSMODG00000019625	RGS7BP	58.0	72.0	0.1	0.1	0.3	1.0
ENSMODG00000019628	FAM159B	0.1	1.0	0.2	0.5	0.2	0.6
ENSMODG00000019629	CDK5RAP2	13.0	9.0	7.0	6.0	2.0	111.0
ENSMODG00000019630	MEGF9	43.0	38.0	2.0	21.0	11.0	14.0
ENSMODG00000019633	FBXW2	28.0	22.0	16.0	15.0	5.0	5.0
ENSMODG00000019635	PSMD5	10.0	8.0	2.0	5.0	4.0	4.0
ENSMODG00000019636	ENSMODG00000019636	1.0	1.0	3.0	3.0	4.0	0.5
ENSMODG00000019637	PHF19	0.7	1.0	0.8	0.2	0.5	0.6
ENSMODG00000019638	CWC27	9.0	5.0	5.0	6.0	3.0	11.0
ENSMODG00000019639	TRAF1		0.1	0.2	0.2	0.5	1.0
ENSMODG00000019641	C5			0.1		238.0	3.0
ENSMODG00000019642	ADAMTS6	2.0	3.0	0.8	0.5	0.2	0.2
ENSMODG00000019643	CNTRL	5.0	2.0	2.0	3.0	2.0	69.0
ENSMODG00000019644	ENSMODG00000019644	177.0	217.0	26.0	39.0	59.0	13.0
ENSMODG00000019645	CENPK	1.0	1.0	0.2	0.1	0.1	4.0
ENSMODG00000019646	ENSMODG00000019646	8.0	11.0	9.0	59.0	154.0	6.0
ENSMODG00000019647	PPWD1	20.0	19.0	13.0	11.0	5.0	8.0
ENSMODG00000019648	ENSMODG00000019648	19.0	155.0	8.0	12.0	80.0	4.0
ENSMODG00000019649	RAB14	152.0	143.0	34.0	89.0	45.0	42.0
ENSMODG00000019651	TRIM23	102.0	84.0	22.0	19.0	13.0	93.0
ENSMODG00000019652	GSN	110.0	80.0	306.0	94.0	2914.0	47.0
ENSMODG00000019654	STOM	10.0	5.0	12.0	39.0	89.0	25.0
ENSMODG00000019655	ENSMODG00000019655	26.0	39.0	14.0	37.0	18.0	26.0
ENSMODG00000019656	TRAPPC13	36.0	33.0	15.0	20.0	13.0	19.0
ENSMODG00000019659	ENSMODG00000019659	195.0	152.0	7.0	10.0	2.0	2.0
ENSMODG00000019660	ENSMODG00000019660		2.0			0.3	
ENSMODG00000019661	NLN	20.0	13.0	8.0	14.0	2.0	3.0
ENSMODG00000019662	ENSMODG00000019662	3.0	1.0	11.0	11.0	4.0	2.0
ENSMODG00000019664	ERBIN	18.0	10.0	8.0	17.0	7.0	9.0
ENSMODG00000019665	SREK1	12.0	7.0	3.0	6.0	4.0	8.0
ENSMODG00000019666	ENSMODG00000019666	66.0	96.0	31.0	44.0	20.0	18.0
ENSMODG00000019667	DAB2IP	22.0	36.0	10.0	10.0	2.0	18.0
ENSMODG00000019669	ENSMODG00000019669	165.0	339.0	104.0	370.0	233.0	53.0
ENSMODG00000019670	ENSMODG00000019670	0.4	0.1	0.1	1.0		5.0
ENSMODG00000019671	TTLL11	3.0	4.0	1.0	2.0	0.8	133.0
ENSMODG00000019672	MAST4	19.0	16.0	8.0	9.0	1.0	23.0
ENSMODG00000019674	ENSMODG00000019674	4.0	4.0	0.9	1.0		4.0
ENSMODG00000019675	ENSMODG00000019675	1.0	0.3		0.1	2.0	0.1
ENSMODG00000019676	ENSMODG00000019676	33.0	73.0	16.0	30.0	13.0	22.0
ENSMODG00000019678	ENSMODG00000019678	303.0	318.0	172.0	239.0	348.0	40.0
ENSMODG00000019680	ENSMODG00000019680	3.0	26.0				0.9
ENSMODG00000019681	ENSMODG00000019681	140.0	98.0	64.0	38.0	39.0	58.0
ENSMODG00000019682	NDUFA8	58.0	58.0	113.0	72.0	33.0	11.0
ENSMODG00000019683	MORN5	0.9	0.5		0.1		24.0
ENSMODG00000019685	PIK3R1	50.0	69.0	37.0	35.0	66.0	9.0
ENSMODG00000019686	LHX6	16.0	0.2	2.0	0.5	0.3	0.6
ENSMODG00000019688	RBM18	22.0	18.0	22.0	13.0	7.0	66.0
ENSMODG00000019689	ENSMODG00000019689	52.0	84.0	30.0	56.0	39.0	113.0
ENSMODG00000019691	ENSMODG00000019691	8.0	21.0	3.0	5.0	1.0	8.0
ENSMODG00000019692	ENSMODG00000019692	5.0	5.0	3.0	9.0	1.0	2.0
ENSMODG00000019694	ENSMODG00000019694	59.0	51.0	63.0	81.0	20.0	33.0
ENSMODG00000019697	ENSMODG00000019697	76.0	57.0	19.0	33.0	19.0	16.0
ENSMODG00000019699	CCNB1	2.0	0.7	0.1	0.3	0.2	15.0
ENSMODG00000019701	MRPS36	78.0	91.0	249.0	135.0	110.0	166.0
ENSMODG00000019702	CDK7	33.0	22.0	10.0	13.0	8.0	74.0
ENSMODG00000019704	ENSMODG00000019704	19.0	22.0	6.0	7.0	14.0	13.0
ENSMODG00000019706	THBS4	1.0	0.2	1.0	0.1	0.3	3.0
ENSMODG00000019709	MTX3	26.0	21.0	5.0	14.0	10.0	12.0
ENSMODG00000019711	ENSMODG00000019711	4.0	0.5	147.0	0.5	0.2	0.2
ENSMODG00000019716	PAPD4	17.0	16.0	4.0	9.0	6.0	41.0
ENSMODG00000019718	OR5C1						0.1
ENSMODG00000019719	HOMER1	126.0	16.0	9.0	2.0	0.3	101.0
ENSMODG00000019720	ENSMODG00000019720	0.3	0.1				
ENSMODG00000019721	OR1K1						0.4
ENSMODG00000019723	JMY	9.0	8.0	6.0	7.0	6.0	38.0
ENSMODG00000019725	RC3H2	21.0	21.0	11.0	15.0	8.0	16.0
ENSMODG00000019726	BHMT	0.9	0.4	0.3	555.0	1897.0	2.0
ENSMODG00000019727	DMGDH				45.0	57.0	0.2
ENSMODG00000019728	ARSB	20.0	15.0	4.0	24.0	5.0	7.0
ENSMODG00000019729	RABGAP1	38.0	34.0	14.0	18.0	8.0	42.0
ENSMODG00000019730	LHFPL2	8.0	9.0	3.0	12.0	7.0	16.0
ENSMODG00000019731	SCAMP1	46.0	24.0	5.0	7.0	3.0	17.0
ENSMODG00000019732	STRBP	96.0	61.0	19.0	59.0	32.0	126.0
ENSMODG00000019733	AP3B1	17.0	19.0	8.0	16.0	7.0	17.0
ENSMODG00000019734	CRB2	2.0	1.0	0.4	17.0	0.4	0.4
ENSMODG00000019735	TBCA	9.0	5.0	5.0	7.0	4.0	13.0
ENSMODG00000019736	OTP						0.1
ENSMODG00000019737	DENND1A	44.0	25.0	14.0	22.0	11.0	5.0
ENSMODG00000019738	WDR41	22.0	11.0	6.0	8.0	4.0	12.0
ENSMODG00000019739	LHX2	10.0			0.1	1.0	0.1
ENSMODG00000019740	PDE8B	23.0	2.0	0.3			2.0
ENSMODG00000019741	NEK6	17.0	7.0	5.0	34.0	24.0	9.0
ENSMODG00000019742	PSMB7	238.0	213.0	196.0	222.0	152.0	167.0
ENSMODG00000019743	AGGF1	12.0	9.0	4.0	5.0	2.0	8.0
ENSMODG00000019744	ENSMODG00000019744	0.1					1.0
ENSMODG00000019745	CRHBP	44.0	2.0				
ENSMODG00000019746	NR5A1		0.1				37.0
ENSMODG00000019747	S100Z	0.2					
ENSMODG00000019748	NR6A1	2.0	6.0	0.6	2.0	4.0	10.0
ENSMODG00000019750	OLFML2A	6.0	6.0	5.0	5.0	0.2	11.0
ENSMODG00000019752	ENSMODG00000019752	11.0	10.0	3.0	4.0	1.0	26.0
ENSMODG00000019753	RPL35	151.0	68.0	162.0	338.0	301.0	174.0
ENSMODG00000019755	ARPC5L	94.0	106.0	84.0	71.0	25.0	113.0
ENSMODG00000019757	ENSMODG00000019757	127.0	76.0	8.0	16.0	20.0	12.0
ENSMODG00000019758	GOLGA1	18.0	12.0	7.0	10.0	9.0	22.0
ENSMODG00000019760	SCAI	2.0	5.0	0.4	1.0	0.4	0.7
ENSMODG00000019761	PPP6C	29.0	28.0	9.0	23.0	14.0	12.0
ENSMODG00000019763	RABEPK	9.0	13.0	8.0	10.0	6.0	2.0
ENSMODG00000019764	HSPA5	281.0	308.0	64.0	196.0	216.0	250.0
ENSMODG00000019765	ENSMODG00000019765	50.0	60.0	19.0	48.0	25.0	22.0
ENSMODG00000019766	ENSMODG00000019766	2.0	4.0	3.0	8.0	3.0	2.0
ENSMODG00000019768	ENSMODG00000019768	2.0	2.0	3.0	2.0	2.0	1.0
ENSMODG00000019772	GAPVD1	50.0	44.0	8.0	23.0	12.0	44.0
ENSMODG00000019773	ENSMODG00000019773				0.1		
ENSMODG00000019775	MAPKAP1	15.0	17.0	22.0	28.0	18.0	12.0
ENSMODG00000019776	ENSMODG00000019776	2.0	3.0	0.7	8.0		0.4
ENSMODG00000019779	ENSMODG00000019779	0.7	0.2	0.4	0.2		0.8
ENSMODG00000019784	ENSMODG00000019784	5.0	4.0	0.9	13.0		4.0
ENSMODG00000019785	PBX3	9.0	13.0	0.8	4.0	3.0	5.0
ENSMODG00000019787	MVB12B	36.0	28.0	6.0	19.0	6.0	18.0
ENSMODG00000019789	LMX1B	0.1			1.0		0.1
ENSMODG00000019790	ZBTB43	7.0	8.0	5.0	5.0	4.0	32.0
ENSMODG00000019791	ZBTB34	10.0	9.0	5.0	4.0	5.0	17.0
ENSMODG00000019794	RALGPS1	7.0	2.0	1.0	0.9	0.6	0.6
ENSMODG00000019795	ENSMODG00000019795	0.3	0.3		0.2		0.8
ENSMODG00000019796	ANGPTL2	7.0	3.0	11.0	12.0	21.0	8.0
ENSMODG00000019798	ENSMODG00000019798	0.1	0.1				1.0
ENSMODG00000019799	ENSMODG00000019799	0.2	0.2	0.1	0.2		25.0
ENSMODG00000019800	ENSMODG00000019800	9.0	10.0	6.0	6.0	5.0	25.0
ENSMODG00000019801	ENSMODG00000019801		0.1		1.0		2.0
ENSMODG00000019802	ENSMODG00000019802	85.0	59.0	4.0	6.0	0.6	9.0
ENSMODG00000019803	ENSMODG00000019803	308.0	385.0	74.0	212.0	110.0	479.0
ENSMODG00000019804	ENSMODG00000019804	148.0	256.0	0.7	2.0	0.9	1.0
ENSMODG00000019805	ENSMODG00000019805	194.0	191.0	97.0	98.0	47.0	182.0
ENSMODG00000019806	GARNL3	13.0	24.0	1.0	0.3	0.2	9.0
ENSMODG00000019807	ENSMODG00000019807	29.0	34.0	10.0	19.0	12.0	72.0
ENSMODG00000019809	SLC2A8	24.0	17.0	3.0	7.0	8.0	8.0
ENSMODG00000019810	ENSMODG00000019810	3.0	4.0	2.0	2.0	0.5	4.0
ENSMODG00000019811	ENSMODG00000019811	3.0	3.0	0.5	0.6	0.3	5.0
ENSMODG00000019812	ENSMODG00000019812	5.0	4.0	2.0	1.0	0.4	4.0
ENSMODG00000019813	ENSMODG00000019813	0.1					
ENSMODG00000019815	ENSMODG00000019815	0.1	0.1				0.1
ENSMODG00000019817	ENSMODG00000019817	5.0	4.0	2.0	2.0	0.8	25.0
ENSMODG00000019818	ENSMODG00000019818	1.0	0.3	0.4	0.4		74.0
ENSMODG00000019822	ENSMODG00000019822	0.9	5.0	3.0	15.0	5.0	4.0
ENSMODG00000019823	SLC1A2	230.0	86.0		0.1	59.0	8.0
ENSMODG00000019824	ENSMODG00000019824	11.0	32.0	7.0	11.0	2.0	13.0
ENSMODG00000019826	ENSMODG00000019826	8.0	21.0	10.0	20.0	6.0	2.0
ENSMODG00000019828	ENSMODG00000019828	20.0	33.0	7.0	15.0	12.0	16.0
ENSMODG00000019829	PAMR1	67.0	26.0	3.0	29.0	1.0	0.3
ENSMODG00000019830	ENSMODG00000019830	65.0	112.0	60.0	157.0	48.0	39.0
ENSMODG00000019831	ENSMODG00000019831	39.0	30.0	0.5	0.6	0.6	0.2
ENSMODG00000019832	LDLRAD3	15.0	39.0	3.0	29.0	6.0	1.0
ENSMODG00000019833	ENSMODG00000019833	15.0	7.0	5.0	6.0	5.0	1.0
ENSMODG00000019834	COMMD9	72.0	72.0	17.0	30.0	10.0	24.0
ENSMODG00000019835	PRR5L	9.0	8.0	0.4	4.0	2.0	3.0
ENSMODG00000019837	TRAF6	5.0	10.0	6.0	15.0	7.0	16.0
ENSMODG00000019838	ENSMODG00000019838	2.0	1.0	0.7	4.0	0.7	69.0
ENSMODG00000019840	ENSMODG00000019840	8.0	5.0	9.0	766.0	2.0	8.0
ENSMODG00000019843	ENSMODG00000019843	6.0	7.0	6.0	41.0	3.0	6.0
ENSMODG00000019844	ENSMODG00000019844	40.0	40.0	53.0	40.0	19.0	63.0
ENSMODG00000019845	ENSMODG00000019845	81.0	164.0	154.0	137.0	128.0	27.0
ENSMODG00000019847	ENSMODG00000019847						0.2
ENSMODG00000019852	ENSMODG00000019852	58.0	41.0	6.0	11.0	3.0	11.0
ENSMODG00000019853	ENSMODG00000019853	1075.0	2078.0	5004.0	3291.0	1195.0	201.0
ENSMODG00000019854	API5	39.0	39.0	19.0	46.0	44.0	46.0
ENSMODG00000019855	ENSMODG00000019855	170.0	152.0	52.0	76.0	84.0	94.0
ENSMODG00000019856	ENSMODG00000019856	80.0	73.0	94.0	108.0	73.0	112.0
ENSMODG00000019857	ENSMODG00000019857	3.0	0.5		0.3		66.0
ENSMODG00000019858	TTC17	32.0	57.0	9.0	18.0	25.0	13.0
ENSMODG00000019861	ENSMODG00000019861						1.0
ENSMODG00000019862	HSD17B12	42.0	54.0	12.0	31.0	22.0	68.0
ENSMODG00000019863	ENSMODG00000019863	98.0	76.0	40.0	55.0	18.0	31.0
ENSMODG00000019865	ENSMODG00000019865	21.0	25.0	0.9	4.0	0.3	3.0
ENSMODG00000019866	ENSMODG00000019866						0.4
ENSMODG00000019867	ENSMODG00000019867	2.0	1.0	0.8	3.0	2.0	0.5
